City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
116,Namibe,-15.1961,12.1522,66.72,79,94,3.18,AO,08/11/21 2:05
529,Pedro Juan Caballero,-22.5472,-55.7333,66.74,95,24,3.67,PY,08/11/21 2:17
66,Ponta Do Sol,32.6667,-17.1,66.83,66,14,7.25,PT,08/11/21 2:02
206,Lixourion,38.2019,20.4314,66.99,78,100,5.44,GR,08/11/21 2:08
17,Busselton,-33.65,115.3333,67.05,51,4,11.97,AU,08/11/21 2:00
155,Kaeo,-35.1,173.7833,67.08,72,39,4.94,NZ,08/11/21 2:07
189,Bertoua,4.5833,13.6833,67.37,98,100,0.83,CM,08/11/21 2:08
33,Matay,28.419,30.7792,67.46,57,0,7.65,EG,08/11/21 2:03
391,Christchurch,-43.5333,172.6333,67.48,73,90,4,NZ,08/11/21 2:09
188,Yulara,-25.2406,130.9889,67.84,100,75,13.8,AU,08/11/21 2:08
376,Kanye,-24.9667,25.3327,67.84,53,100,9.71,BW,08/11/21 2:13
137,Princeton,25.5384,-80.4089,67.98,81,1,4.61,US,08/11/21 2:06
120,Port Pirie,-33.1833,138.0167,68.14,38,100,10.04,AU,08/11/21 2:05
195,Lagoa,39.05,-27.9833,68.16,86,3,23.8,PT,08/11/21 2:08
536,Suez,29.9737,32.5263,68.16,51,0,8.81,EG,08/11/21 2:17
74,Katsuura,35.1333,140.3,68.18,59,96,16.69,JP,08/11/21 2:01
367,Bondo,3.8146,23.6866,68.38,99,100,1.3,CD,08/11/21 2:12
513,Port Shepstone,-30.7414,30.455,68.47,91,100,3.33,ZA,08/11/21 2:17
105,Murray Bridge,-35.1167,139.2667,68.49,41,39,11.05,AU,08/11/21 2:05
100,Tuatapere,-46.1333,167.6833,68.61,47,99,3.44,NZ,08/11/21 2:05
390,Waipawa,-41.4122,175.5153,68.63,65,35,4.92,NZ,08/11/21 2:13
569,Palpa,-14.5336,-75.1856,68.65,68,20,2.98,PE,08/11/21 2:19
549,Tura,25.5198,90.2201,68.68,74,70,1.48,IN,08/11/21 2:17
561,Lodja,-3.4833,23.4333,68.68,99,100,2.15,CD,08/11/21 2:18
408,Imbituba,-28.24,-48.6703,68.83,73,81,2.51,BR,08/11/21 2:13
280,Sikonge,-5.6333,32.7667,68.95,45,6,7.43,TZ,08/11/21 2:10
419,Nizwa,22.9333,57.5333,68.97,54,2,1.88,OM,08/11/21 2:14
455,Shingu,33.7333,135.9833,68.97,74,35,20,JP,08/11/21 2:15
559,Sukumo,32.9333,132.7333,69.08,83,100,14.07,JP,08/11/21 2:18
125,Buta,2.7858,24.73,69.26,100,98,2.24,CD,08/11/21 2:05
347,Santa Cruz,-17.8,-63.1667,69.26,78,20,3.44,BO,08/11/21 2:12
250,Marsa Matruh,31.3525,27.2453,69.3,68,4,4.74,EG,08/11/21 2:09
568,Adrar,20.5022,-10.0711,69.4,26,100,6.31,MR,08/11/21 2:19
117,Ribeira Grande,38.5167,-28.7,69.46,86,26,23.94,PT,08/11/21 2:05
67,Puerto Ayora,-0.7393,-90.3518,69.66,81,47,8.59,EC,08/11/21 2:04
211,Linhares,-19.3911,-40.0722,69.69,91,99,3.51,BR,08/11/21 2:08
362,Neuquen,-38.9516,-68.0591,69.69,35,0,5.75,AR,08/11/21 2:11
428,Nouakchott,18.0858,-15.9785,69.73,65,100,12.62,MR,08/11/21 2:14
438,Praia Da Vitoria,38.7333,-27.0667,69.76,87,7,19.6,PT,08/11/21 2:15
262,Zhuhai,22.2769,113.5678,69.98,72,20,26.46,CN,08/11/21 2:09
414,Vila Franca Do Campo,37.7167,-25.4333,70.2,74,34,11.68,PT,08/11/21 2:13
167,Victoria,22.2855,114.1577,70.25,70,68,5.01,HK,08/11/21 2:03
300,Saint George,37.1041,-113.5841,70.25,28,1,1.01,US,08/11/21 2:11
4,Richards Bay,-28.783,32.0377,70.39,95,100,3.56,ZA,08/11/21 2:03
103,Arraial Do Cabo,-22.9661,-42.0278,70.48,73,70,5.7,BR,08/11/21 2:05
161,Ponta Delgada,37.7333,-25.6667,70.5,83,40,11.5,PT,08/11/21 2:04
9,Broken Hill,-31.95,141.4333,70.59,37,100,8.39,AU,08/11/21 2:03
201,San Patricio,28.017,-97.5169,70.83,71,0,7.67,US,08/11/21 2:08
200,Satipo,-11.2522,-74.6386,70.97,98,100,2.3,PE,08/11/21 2:08
374,Bhadasar,28.2833,74.3167,71.02,29,0,1.59,IN,08/11/21 2:13
51,Paracatu,-17.2222,-46.8747,71.06,85,99,3.83,BR,08/11/21 2:03
351,Sao Joao Da Barra,-21.6403,-41.0511,71.1,76,100,7.34,BR,08/11/21 2:12
196,Beira,-19.8436,34.8389,71.13,88,0,4.65,MZ,08/11/21 2:08
272,Kijang,35.2442,129.2139,71.33,79,96,26.22,KR,08/11/21 2:09
443,Impfondo,1.6381,18.0667,71.35,95,100,1.41,CG,08/11/21 2:15
544,Gat,31.61,34.7642,71.4,29,0,2.66,IL,08/11/21 2:14
297,Muroto,33.2833,134.15,71.46,68,100,26.46,JP,08/11/21 2:10
471,Carnarvon,-24.8667,113.6333,71.67,56,79,16.11,AU,08/11/21 2:16
566,Mananjary,-21.2167,48.3333,71.69,93,40,4.45,MG,08/11/21 2:18
296,Lamu,-2.2717,40.902,71.82,80,51,8.55,KE,08/11/21 2:10
156,Jardim,-21.4803,-56.1381,71.85,82,10,4.36,BR,08/11/21 2:07
76,Ampanihy,-24.7,44.75,71.92,57,34,6.85,MG,08/11/21 2:04
172,Vila Velha,-20.3297,-40.2925,71.94,88,90,5.01,BR,08/11/21 2:05
519,Saint-Joseph,-21.3667,55.6167,71.96,80,18,8.75,RE,08/11/21 2:17
99,Naze,28.3667,129.4833,71.98,63,100,4.9,JP,08/11/21 2:05
205,Limbdi,22.5667,71.8,71.98,37,40,7.4,IN,08/11/21 2:08
381,Geraldton,-28.7667,114.6,72.01,53,22,13.8,AU,08/11/21 2:13
506,Ghotki,28.006,69.3161,72.01,27,0,1.63,PK,08/11/21 2:16
463,Vao,-22.6667,167.4833,72.18,64,10,6.31,NC,08/11/21 2:15
303,Ishigaki,24.3448,124.1572,72.23,85,100,36.69,JP,08/11/21 2:11
31,Waimana,-38.15,177.0833,72.32,57,39,8.1,NZ,08/11/21 2:03
488,San Francisco Menendez,13.8431,-90.0158,72.46,68,74,6.67,SV,08/11/21 2:16
415,Jutai,-5.1833,-68.9,72.66,98,98,0.43,BR,08/11/21 2:13
108,Caravelas,-17.7125,-39.2481,72.68,82,93,4.5,BR,08/11/21 2:01
433,Srandakan,-7.9386,110.2506,72.73,76,100,1.34,ID,08/11/21 2:14
65,Atar,20.5169,-13.0499,72.88,28,56,6.08,MR,08/11/21 2:04
78,Port Macquarie,-31.4333,152.9167,72.9,63,89,9.46,AU,08/11/21 2:00
458,Saint-Philippe,-21.3585,55.7679,72.95,81,40,8.79,RE,08/11/21 2:13
176,Palasa,18.7667,84.4167,72.97,68,73,5.28,IN,08/11/21 2:07
166,Esna,25.2934,32.554,73,30,0,5.44,EG,08/11/21 2:07
542,Hurghada,27.2574,33.8129,73,45,0,11.1,EG,08/11/21 2:17
244,Camopi,3.1655,-52.3158,73.08,99,99,2.3,GF,08/11/21 2:05
343,Senador Guiomard,-10.1522,-67.7392,73.15,96,100,1.57,BR,08/11/21 2:12
380,Upata,8.0086,-62.3989,73.18,97,100,4.63,VE,08/11/21 2:13
365,Mahanoro,-19.9,48.8,73.22,89,58,3.47,MG,08/11/21 2:12
484,Manzanillo,20.3433,-77.1167,73.22,87,100,7.87,CU,08/11/21 2:16
328,Conceicao Do Araguaia,-8.2578,-49.2647,73.27,89,100,2.8,BR,08/11/21 2:12
497,Phalodi,27.1333,72.3667,73.29,25,3,3.89,IN,08/11/21 2:16
477,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.44,99,100,1.36,BR,08/11/21 2:16
333,Ambilobe,-13.2,49.05,73.58,79,6,3.04,MG,08/11/21 2:12
487,Bambanglipuro,-7.95,110.2833,73.6,76,100,1.59,ID,08/11/21 2:16
500,Sao Miguel Do Araguaia,-13.275,-50.1628,73.62,92,100,6.42,BR,08/11/21 2:16
316,Tefe,-3.3542,-64.7114,73.8,91,52,2.3,BR,08/11/21 2:11
263,Tomatlan,19.9333,-105.25,73.92,90,18,2.64,MX,08/11/21 2:08
468,Sur,22.5667,59.5289,73.98,61,0,1.32,OM,08/11/21 2:16
18,Mataura,-46.1927,168.8643,74.19,37,100,2.35,NZ,08/11/21 2:03
178,Airai,-8.9266,125.4092,74.37,66,90,1.14,TL,08/11/21 2:07
7,Salalah,17.0151,54.0924,74.39,70,7,3.36,OM,08/11/21 1:59
304,Ixtapa,20.7,-105.2,74.44,93,29,2.19,MX,08/11/21 2:11
107,Champoton,19.35,-90.7167,74.5,79,5,7.31,MX,08/11/21 2:02
132,Barra Do Garcas,-15.89,-52.2567,74.57,85,99,2.17,BR,08/11/21 2:05
320,Dalby,-27.1833,151.2667,74.64,74,99,13.67,AU,08/11/21 2:11
545,Labrea,-7.2586,-64.7981,74.91,90,99,1.1,BR,08/11/21 2:17
5,Rikitea,-23.1203,-134.9692,74.97,78,100,13.85,PF,08/11/21 2:01
15,Dong Hoi,17.4833,106.6,75.06,88,99,24.27,VN,08/11/21 2:03
565,Catalina,32.5056,-110.9211,75.06,27,100,1.28,US,08/11/21 2:18
87,Quatre Cocos,-20.2078,57.7625,75.09,81,86,10.98,MU,08/11/21 2:03
480,Morondava,-20.2833,44.2833,75.09,91,2,5.57,MG,08/11/21 2:16
238,Progreso,21.2833,-89.6667,75.11,63,90,11.97,MX,08/11/21 2:07
378,Teahupoo,-17.8333,-149.2667,75.16,78,24,8.34,PF,08/11/21 2:13
475,Kousseri,12.0769,15.0306,75.16,23,0,6.91,CM,08/11/21 2:16
72,Aswan,24.0934,32.907,75.18,34,0,7.52,EG,08/11/21 2:04
118,Bambous Virieux,-20.3428,57.7575,75.22,80,87,10.07,MU,08/11/21 2:02
245,Mahajanga,-15.7167,46.3167,75.22,69,20,5.75,MG,08/11/21 2:09
199,Mahebourg,-20.4081,57.7,75.25,80,71,9.91,MU,08/11/21 2:08
97,Gamba,-2.65,10,75.31,92,100,4.74,GA,08/11/21 2:05
430,Yaan,7.3833,8.5667,75.33,89,100,5.08,NG,08/11/21 2:14
233,Wanning,18.8003,110.3967,75.36,85,39,18.21,CN,08/11/21 2:06
322,Souillac,-20.5167,57.5167,75.36,81,53,9.89,MU,08/11/21 2:11
41,Grand Gaube,-20.0064,57.6608,75.38,76,25,5.99,MU,08/11/21 2:03
234,San Cristobal,7.7669,-72.225,75.38,91,97,1.63,VE,08/11/21 2:09
405,Dabakala,8.3667,-4.4333,75.69,77,30,4.47,CI,08/11/21 2:13
273,Canutama,-6.5339,-64.3831,75.7,92,100,2.44,BR,08/11/21 2:09
356,Port Augusta,-32.5,137.7667,75.7,41,100,11.14,AU,08/11/21 2:12
136,Sibolga,1.7427,98.7792,75.99,94,100,2.71,ID,08/11/21 2:03
106,Nioro,13.35,-15.75,76.01,62,15,6.08,GM,08/11/21 2:05
572,Poum,-20.2333,164.0167,76.21,78,85,15.55,NC,08/11/21 2:19
388,Chichi,7.2721,8.9332,76.28,89,99,6.91,NG,08/11/21 2:13
190,Mecca,21.4267,39.8261,76.39,63,1,2.89,SA,08/11/21 2:08
191,Omboue,-1.5746,9.2618,76.5,91,100,5.88,GA,08/11/21 2:08
150,Abonnema,4.7084,6.7931,76.6,90,100,4.25,NG,08/11/21 2:07
525,Meulaboh,4.1363,96.1285,76.62,93,100,8.37,ID,08/11/21 2:16
377,Nishihara,26.1842,127.7558,76.68,76,90,11.5,JP,08/11/21 2:13
558,Aparecida Do Taboado,-20.0867,-51.0936,76.71,71,15,5.84,BR,08/11/21 2:18
474,Nelson Bay,-32.7167,152.15,76.75,74,40,1.99,AU,08/11/21 2:11
442,Mbini,1.574,9.6134,76.77,90,100,6.67,GQ,08/11/21 2:15
194,Mayumba,-3.432,10.6554,76.78,90,100,1.95,GA,08/11/21 2:05
180,Batticaloa,7.7102,81.6924,76.95,86,95,6.8,LK,08/11/21 2:07
252,Boa Vista,2.8197,-60.6733,76.98,83,90,2.3,BR,08/11/21 2:05
216,Carmen,18.6333,-91.8333,77.04,69,1,2.3,MX,08/11/21 2:08
30,Avarua,-21.2078,-159.775,77.05,57,23,14.97,CK,08/11/21 2:03
269,Hilo,19.7297,-155.09,77.25,88,90,5.75,US,08/11/21 2:09
541,Maragogi,-9.0122,-35.2225,77.27,86,5,7.74,BR,08/11/21 2:17
236,Dahanu,19.9667,72.7333,77.65,55,87,6.33,IN,08/11/21 2:09
323,Alofi,-19.0595,-169.9187,77.65,82,50,21.79,NU,08/11/21 2:11
325,Bontang,0.1333,117.5,77.65,90,100,3.24,ID,08/11/21 2:10
315,Bonthe,7.5264,-12.505,77.9,85,13,1.83,SL,08/11/21 2:11
294,Lagunas,-5.2269,-75.6753,78.03,75,81,1.79,PE,08/11/21 2:10
138,Dapaong,10.8639,0.205,78.1,27,11,4.34,TG,08/11/21 2:06
379,Sao Filipe,14.8961,-24.4956,78.15,73,100,8.16,CV,08/11/21 2:13
214,Isangel,-19.55,169.2667,78.39,71,44,4.27,VU,08/11/21 2:07
35,Atuona,-9.8,-139.0333,78.4,75,10,16.87,PF,08/11/21 1:58
368,Qeshm,26.9581,56.2719,78.4,60,0,10.02,IR,08/11/21 2:12
295,Harper,4.375,-7.7169,78.53,87,100,5.41,LR,08/11/21 2:10
227,Axim,4.8699,-2.2405,78.55,87,99,6.85,GH,08/11/21 2:08
398,Monte Alegre,-2.0078,-54.0692,78.58,75,94,2.01,BR,08/11/21 2:13
102,Hobyo,5.3505,48.5268,78.69,68,39,10.83,SO,08/11/21 2:05
182,Pilar,-9.5972,-35.9567,78.73,94,40,5.7,BR,08/11/21 2:03
493,Dwarka,22.2394,68.9678,78.75,58,96,11.86,IN,08/11/21 2:16
298,Trairi,-3.2778,-39.2689,78.76,84,19,7.29,BR,08/11/21 2:08
338,Mumford,5.2618,-0.759,78.78,87,18,8.59,GH,08/11/21 2:12
473,Flinders,-34.5833,150.8552,78.8,74,36,5.01,AU,08/11/21 2:16
27,Vaini,-21.2,-175.2,78.96,94,75,5.75,TO,08/11/21 2:03
25,Itarema,-2.9248,-39.9167,79.11,80,66,7.61,BR,08/11/21 2:03
330,Veraval,20.9,70.3667,79.21,45,92,10.92,IN,08/11/21 2:12
479,Dutlwe,-23.9833,23.9,79.23,36,100,17.81,BW,08/11/21 2:16
563,Robertsport,6.7533,-11.3686,79.23,80,94,1.61,LR,08/11/21 2:15
436,Wichian Buri,15.6578,101.106,79.25,75,36,13.27,TH,08/11/21 2:14
533,Fare,-16.7,-151.0167,79.27,73,7,7.72,PF,08/11/21 2:17
235,Diffa,13.3154,12.6113,79.34,25,99,9.26,NE,08/11/21 2:09
279,Sinnamary,5.3833,-52.95,79.34,85,100,10.87,GF,08/11/21 2:10
110,Faanui,-16.4833,-151.75,79.59,73,23,9.13,PF,08/11/21 2:05
192,Cabo San Lucas,22.8909,-109.9124,79.61,67,27,7.56,MX,08/11/21 2:08
406,Kidal,18.4411,1.4078,79.75,17,2,5.28,ML,08/11/21 2:13
60,Karratha,-20.7377,116.8463,79.77,40,1,15.1,AU,08/11/21 2:04
225,Maceio,-9.6658,-35.7353,80.04,94,75,6.91,BR,08/11/21 2:03
50,Bogale,16.2833,95.4,80.06,81,61,8.88,MM,08/11/21 2:04
212,Maine-Soroa,13.2114,12.0241,80.15,19,98,8.99,NE,08/11/21 2:05
416,Funadhoo,6.15,73.2667,80.2,79,100,15.5,MV,08/11/21 2:13
135,Mahina,-17.5065,-149.489,80.37,69,75,12.66,PF,08/11/21 2:05
551,Mersing,2.4312,103.8405,80.51,89,40,3.44,MY,08/11/21 2:17
485,Gao,16.6362,1.637,80.53,16,3,6.33,ML,08/11/21 2:16
420,Ipu,-4.3222,-40.7108,80.55,66,97,3.98,BR,08/11/21 2:14
425,Ugoofaaru,5.6667,73,80.65,81,99,17.13,MV,08/11/21 2:14
440,Padang,-0.9492,100.3543,80.65,81,100,5.01,ID,08/11/21 2:15
520,Oistins,13.0667,-59.5333,80.69,74,40,13.8,BB,08/11/21 2:17
93,Cayenne,4.9333,-52.3333,81.09,84,75,5.01,GF,08/11/21 2:05
470,Bathsheba,13.2167,-59.5167,81.21,74,40,13.8,BB,08/11/21 2:16
58,Kavaratti,10.5669,72.642,81.39,74,100,7.54,IN,08/11/21 2:02
43,Sabang,5.8933,95.3214,81.43,78,90,9.01,ID,08/11/21 2:03
469,Basco,20.4487,121.9702,81.54,79,4,8.72,PH,08/11/21 2:16
571,Jizan,17.3333,42.6667,81.54,64,0,2.26,SA,08/11/21 2:19
115,Sola,-13.8833,167.55,81.55,73,29,9.78,VU,08/11/21 2:05
86,Hithadhoo,-0.6,73.0833,81.77,74,96,12.06,MV,08/11/21 2:04
329,Tarakan,3.3,117.6333,81.9,83,75,3.44,ID,08/11/21 2:12
526,Bowen,-20.0167,148.2333,81.99,73,23,10.98,AU,08/11/21 2:17
96,Bengkulu,-3.8004,102.2655,82.08,68,100,5.28,ID,08/11/21 2:05
336,Olinda,-8.0089,-34.8553,82.13,74,75,6.91,BR,08/11/21 2:12
395,Cockburn Town,21.4612,-71.1419,82.13,74,99,7.61,TC,08/11/21 2:13
164,Batemans Bay,-35.7167,150.1833,82.2,85,91,7.02,AU,08/11/21 2:07
418,Acapulco,16.8634,-99.8901,82.22,83,40,2.3,MX,08/11/21 2:09
3,Butaritari,3.0707,172.7902,82.24,68,5,11.74,KI,08/11/21 2:00
291,Oranjestad,12.524,-70.027,82.35,78,20,19.57,AW,08/11/21 2:10
98,Kahului,20.8947,-156.47,82.42,71,20,26.46,US,08/11/21 2:05
208,San Andres,12.5847,-81.7006,82.42,78,75,4.61,CO,08/11/21 2:08
170,Martapura,-3.4167,114.85,82.49,83,40,3.44,ID,08/11/21 2:07
91,Mahibadhoo,3.7833,72.9667,82.87,71,99,17.54,MV,08/11/21 2:04
465,Port Blair,11.6667,92.75,82.87,81,100,10.31,IN,08/11/21 2:16
553,Edd,13.9297,41.6925,82.9,50,8,11.99,ER,08/11/21 2:17
287,Bubaque,11.2833,-15.8333,82.92,76,26,9.86,GW,08/11/21 2:10
453,Thinadhoo,0.5333,72.9333,83.07,66,94,15.61,MV,08/11/21 2:11
277,Lorengau,-2.0226,147.2712,83.08,79,45,10.92,PG,08/11/21 2:09
432,Ngawen,-7.0032,111.3129,83.43,71,100,5.5,ID,08/11/21 2:14
209,Pamanukan,-6.2842,107.8106,83.68,65,100,3.74,ID,08/11/21 2:08
163,Sugbongcogon,8.9553,124.7853,83.7,70,89,8.03,PH,08/11/21 2:07
386,San Policarpo,12.1791,125.5072,83.77,82,68,10.31,PH,08/11/21 2:13
128,Kapaa,22.0752,-159.319,84.18,73,40,3,US,08/11/21 2:05
517,Biak,-0.9131,122.8766,84.29,70,85,1.72,ID,08/11/21 2:17
532,Gizo,-8.103,156.8419,84.58,69,80,5.99,SB,08/11/21 2:17
301,Manaquiri,-3.3167,-60.35,84.65,87,78,1.1,BR,08/11/21 2:11
456,Kavieng,-2.5744,150.7967,84.79,70,9,16.8,PG,08/11/21 2:15
302,Ca Mau,9.1769,105.15,84.87,72,80,9.73,VN,08/11/21 2:11
308,Georgetown,5.4112,100.3354,84.88,83,20,1.01,MY,08/11/21 2:06
259,Samarai,-10.6167,150.6667,84.99,72,3,14.03,PG,08/11/21 2:08
352,Sorong,-0.8833,131.25,85.23,70,8,2.93,ID,08/11/21 2:12
393,Dingle,10.9995,122.6711,85.37,77,45,12.21,PH,08/11/21 2:13
124,Atambua,-9.1061,124.8925,85.69,63,88,3.15,ID,08/11/21 2:05
144,Kathu,7.9178,98.3332,85.69,98,100,12.1,TH,08/11/21 2:06
121,Denpasar,-8.65,115.2167,85.71,79,40,5.75,ID,08/11/21 2:05
361,Nabire,-3.3667,135.4833,85.75,69,94,5.48,ID,08/11/21 2:12
350,Banjar,-8.19,114.9675,85.91,63,76,3.67,ID,08/11/21 2:12
88,Ternate,0.8,127.4,85.93,68,99,2.17,ID,08/11/21 2:00
242,Port Moresby,-9.4431,147.1797,85.96,66,13,7.02,PG,08/11/21 2:05
528,Merauke,-8.4667,140.3333,86.05,66,70,6.85,ID,08/11/21 2:17
554,Bakel,14.905,-12.4568,86.4,23,41,7.54,SN,08/11/21 2:17
253,Namatanai,-3.6667,152.4333,86.5,61,76,12.55,PG,08/11/21 2:09
512,Kieta,-6.2167,155.6333,86.52,56,6,5.93,PG,08/11/21 2:17
348,Vanimo,-2.6741,141.3028,86.72,65,55,9.19,PG,08/11/21 2:12
218,Daru,-9.0763,143.2092,86.79,68,61,7.49,PG,08/11/21 2:08
489,Alyangula,-13.8483,136.4192,87.15,64,28,8.88,AU,08/11/21 2:16
307,Sinjai,-5.1241,120.253,87.67,61,99,3.53,ID,08/11/21 2:11
165,Auki,-8.7676,160.7034,87.87,58,27,2.66,SB,08/11/21 2:06
454,Buluang,13.3068,123.3425,87.87,65,58,2.01,PH,08/11/21 2:15
148,Gorontalo,0.5412,123.0595,88.56,66,87,2.15,ID,08/11/21 2:05
49,Katobu,-4.9408,122.5276,89.17,59,100,2.51,ID,08/11/21 2:04
507,Kupang,-10.1667,123.5833,90.18,66,40,6.91,ID,08/11/21 2:16
181,Mareeba,-17,145.4333,90.32,59,83,8.75,AU,08/11/21 2:02
514,Teluknaga,-6.0989,106.6381,90.63,70,20,5.75,ID,08/11/21 2:17
491,Kiunga,-6.1219,141.2906,91.4,57,74,2.26,PG,08/11/21 2:16
241,Katherine,-14.4667,132.2667,91.72,55,40,6.91,AU,08/11/21 2:09
243,Cairns,-16.9167,145.7667,95.95,65,62,6.91,AU,08/11/21 2:08
